Molasses Brined Roasted Turkey with Raisin Compote, Springtime Ratatouille (VE), steamed Potato, Roasted Green Beans (V), and Steamed Vegetable	7
MYO Thai Salad, Sweet Thai Chili Lo Mein (V), Chicken or Beef, and your Choice of Dressing or Sauce	6
Orange Teriyaki Chicken, Tempeh Orange Teriyaki (V), Coconut Cilantro Rice (VE), Mixed Vegetable (VE), Sautéed Napa Cabbage (V)	7
Pho Tai Nam	6
Red’s Best Daily Catch, House Made Black Bean Patty (V), Sauteed Shitake Mushroom (VE), Soy Glazed Green Beans (VE), Scented Jasmine Rice (VE)	5
Red’s Daily Catch, Macaroni & Cheese (V), Steak Fries (VE), Broccoli Slaw (V) and Cole Slaw (V)	6
Seafood or Spinach Pie, Roasted Potatoes (VE), Corn (VE) and Zucchini (VE)	5
Spinach & Berry Salad with Warm Bacon Dressing	5
Stuffed Poblanos Peppers with Cilantro Rice	5
Teriyaki Pork, Vegetable Lo Mein (V) Steamed Rice (VE), Bok Choy (VE) and Butternut Squash (VE)	6
Three Cheese Mac & Cheese (V), Spicy Fried Chicken, Honey Jalapeno Cornbread (V), Southwestern Slaw (V), Roasted Potato Wedges (V), Satueed Greens (VE), Steamed Vegetables (V)	6
Tuscan Turkey Meatloaf or TVP Tuscan Meatloaf (V), Sweet and Savory Rice (VE), Steamed Carrots (VE), Steamed Green Beans (VE)	6
Vegetable Jambalaya (V), Cajun Jambalaya, White Rice (VE), Vegetable Medley (VE), Toasted Bread (V)	6
Vegetable Lo Mein (VE), Red Pork, Fried Lo Mein, Gingered Beans (VE), Mixed Asian Vegetable (VE)	6
