Baked Penne with Sausage (V), Creole Tofu (VE), Basmati Rice (VE), Steamed Carrots (VE), Roasted Carrots (VE)	5
Buffalo Vegetable Pizza (V), Vegan Pizza (VE), Cheese Pizza (V), House made Fresh French Fries (VE), Broccoli (VE)	5
Buffalo Vegetable Pizza (V), Vegan Pizza (VE), Cheese Pizza (V), House made Fresh French Fries (VE), Broccoli (VE) Full Nacho Bar Starts @ 3:00	7
Butternut-Kale Lasagna (V)	5
Canadian Baked Beans (VE)	5
Chap Chae (VE)	5
Chickpeas Curry (VE)	6
Coconut Tofu Keema (VE), Vegetarian Korma (V), Indian Vegetable Rice (VE), Indian Cauliflower(VE) and Naan Bread	6
Egg Noodles (V)	5
Eggplant Stew (VE), Sesame Tofu and Broccoli (VE), Fall Harvest Couscous (VE), Roasted Squash Medley (VE)	5
Fresh House Made Pasta (VE), with Broccoli (VE), Eggplant Meatball (V), Roasted Peppers (VE), Roasted Corn (VE), Crispy Tofu (V), Alfredo sauce (V), House Made Marinara Sauce (VE), Pesto Sauce (V), Garlic Bread (VE),	7
Fresh Pasta (VE), with Tomato Basil Cream Sauce (V)	6
Green bean Casserole (V)	6
Grilled Tofu (VE), Portobello Mushroom Stroganoff (V), Egg Noodle (V), Ratatouille (VE), Snow Peas	5
Grilled Tofu (VE), Vegan Chicken Tostadas (VE), with Tostadas (VE), Black beans (VE), Lettuce, Tomatoes (VE) Cheddar Cheese (V), Roasted Brussels Sprouts (VE), steamed Cauliflower (VE)	6
Indian Spiced Roasted Chickpeas (VE)	5
Indian Vegetable Curry (VE), with Naan Bread (V), Seitan Makhani (VE), Indian Vegetable Rice (VE), Indian Cauliflower (VE)	7
Kidney Bean Curry (V)	4
Korean Sesame Crusted Tofu (VE), Korean Vegan BBQ Beef (VE), Jasmine Rice (VE), Wilted Spinach (VE)	4
Lasagna Rolls (V)	4
Lemon Garlic Tofu (VE), Vegan Nuggets (VE), Mexican Quinoa (VE), Balsamic Glazed Carrots	5
Lemon Garlic Tofu (VE), Vegan Nuggets (VE), Mexican Quinoa (VE), Balsamic Glazed Carrots Full Ice Cream Sunday Bar Starts @ 3:00	7
Lentil & Spinach Stew (VE)	4
Mexican Corn Casserole (V)	6
Palak Paneer (V), with Naan Bread (V), Falafel (VE), with Tzatziki sauce (V), Basmati Rice (VE), Asparagus (VE)	9
Pasta Kalamata (VE)	5
Pasta Palimino (V)	5
Pasta with Broccoli, White beans and Tomato (VE)	5
Portobello Frites with wine sauce (VE), Crispy Honey Sriracha Tofu (V), Vegan Mashed Potatoes (VE), Sesame Roasted Kale (VE)	6
Quinoa & Black Beans (VE)	5
Roasted vegetable Burrito (VE), Bean and Cheese Burrito (V), Spanish Rice (VE), Roasted Onion, Sweet Peppers and Mushroom (VE), Burger Crumble (VE)	7
Salsa Baked Tofu (VE), Burrito Pie (V), Mexican Rice (VE), Mexican Veggies with Queso (V)	6
Spicy Chili and Cornmeal Casserole (V)	5
Tempeh Stir-Fry (VE), Teriyaki Tofu (VE), Jasmine Rice (VE), Snow Peas (VE), Braised Napa Cabbage (VE)	6
Toasted Ravioli with Marinara Sauce (VE)	5
Vegan Chicken Cutlet (VE), Vegetarian Hot Dog (V), With Toppings (VE), Vegan Mashed Potato (VE), Peas & Carrots (VE)	6
Vegan Chicken Fajitas (VE), with Tomato Salsa (VE), Sour Cream and Cheese (V), Chipotle Grilled Tofu (VE), Spanish Rice (VE), Wilted Spinach (VE) Steamed Corn (VE)	6
Vegan Chili (VE)	5
Vegan Corn Chowder (VE)	5
Vegan Shwarma (VE), with Pita Bread (V) and Tzatziki Sauce (VE) Ginger Garlic Tofu (VE), Basmati Rice (VE), Roasted Asparagus (VE) Roasted Carrots (VE) Lettuce & Tomatoes on Side (VE)	7
Vegan Vegetable Casserole (VE), Spinach Strudel (V), Greek Style Potatoes (VE), and Greek Style Vegetables (VE)	6
Vegetarian Swedish Meatballs (V), Orange-Ginger Tofu Triangles (VE), Roasted Butternut Squash (VE), Brown Rice (VE), Steamed Peas (VE)	6
White Bean, Artichoke, &Chard Ragout (V)	4
